,input_accessionID,database_accessionID,qstart,qend,nident,input_length,totident
1880,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,79029,79046,18,138390,3395
1881,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,49691,49734,37,138390,3395
1882,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,25595,25618,23,138390,3395
1883,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,7427,7470,34,138390,3395
1884,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,44247,44270,23,138390,3395
1885,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,98461,98498,30,138390,3395
1886,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,28015,28037,21,138390,3395
1887,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_030884.1,102087,102109,21,138390,3395
1888,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,5025,5111,66,138390,21
1889,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,14500,14538,34,138390,21
1890,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,44663,44722,49,138390,21
1891,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,64685,64718,30,138390,21
1892,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,39095,39150,43,138390,21
1893,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,54908,54941,29,138390,21
1894,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,36736,36779,38,138390,21
1895,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,124496,124531,30,138390,21
1896,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,115522,115553,29,138390,21
1897,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,127460,127491,29,138390,21
1898,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,100468,100517,39,138390,21
1899,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,80812,80863,41,138390,21
1900,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,44126,44153,25,138390,21
1901,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,9375,9429,42,138390,21
1902,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,113958,113981,24,138390,21
1903,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,129032,129055,24,138390,21
1904,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,83079,83118,33,138390,21
1905,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,28913,28945,28,138390,21
1906,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,65152,65188,31,138390,21
1907,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,19716,19768,41,138390,21
1908,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,91179,91203,23,138390,21
1909,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,34182,34216,29,138390,21
1910,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,21068,21087,20,138390,21
1911,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,49100,49134,29,138390,21
1912,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,15313,15344,27,138390,21
1913,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,16493,16536,35,138390,21
1914,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,43796,43824,26,138390,21
1915,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,100765,100796,27,138390,21
1916,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,54671,54720,40,138390,21
1917,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,50754,50787,29,138390,21
1918,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,86512,86563,39,138390,21
1919,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,77380,77406,24,138390,21
1920,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,47497,47543,36,138390,21
1921,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,12429,12480,39,138390,21
1922,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,114374,114395,21,138390,21
1923,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,128618,128639,21,138390,21
1924,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,92402,92438,30,138390,21
1925,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,20784,20810,24,138390,21
1926,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,87404,87442,31,138390,21
1927,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,114935,114958,22,138390,21
1928,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,128055,128078,22,138390,21
1929,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,29793,29841,37,138390,21
1930,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,103737,103770,28,138390,21
1931,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,36874,36897,22,138390,21
1932,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,52282,52310,25,138390,21
1933,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,93166,93203,31,138390,21
1934,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,84601,84629,25,138390,21
1935,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,101680,101709,27,138390,21
1936,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,89874,89917,34,138390,21
1937,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,74753,74779,26,138390,21
1938,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,97288,97342,42,138390,21
1939,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,122984,123007,22,138390,21
1940,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,78649,78677,25,138390,21
1941,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,59271,59330,45,138390,21
1942,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,13495,13515,20,138390,21
1943,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,33674,33737,49,138390,21
1944,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,51862,51906,38,138390,21
1945,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,61599,61631,28,138390,21
1946,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,22742,22779,31,138390,21
1947,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,14175,14195,20,138390,21
1948,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,6660,6689,28,138390,21
1949,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,22085,22131,38,138390,21
1950,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,60485,60505,20,138390,21
1951,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,48378,48403,23,138390,21
1952,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,122822,122860,33,138390,21
1953,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,72894,72929,29,138390,21
1954,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,37742,37782,32,138390,21
1955,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,117641,117671,28,138390,21
1956,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,105968,105988,20,138390,21
1957,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,137025,137045,20,138390,21
1958,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,53242,53267,23,138390,21
1959,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,17951,17992,34,138390,21
1960,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,9036,9062,25,138390,21
1961,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,11332,11369,31,138390,21
1962,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,28447,28527,60,138390,21
1963,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,79738,79777,35,138390,21
1964,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,47059,47094,29,138390,21
1965,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,3502,3550,41,138390,21
1966,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,78580,78611,28,138390,21
1967,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,57004,57038,31,138390,21
1968,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,65421,65446,23,138390,21
1969,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,15934,15979,38,138390,21
1970,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,89454,89493,32,138390,21
1971,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,37035,37062,24,138390,21
1972,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,78532,78559,24,138390,21
1973,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,62081,62112,27,138390,21
1974,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,90641,90680,32,138390,21
1975,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,118815,118842,24,138390,21
1976,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,99702,99726,23,138390,21
1977,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,25663,25700,30,138390,21
1978,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,30758,30803,38,138390,21
1979,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,125568,125603,31,138390,21
1980,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,32286,32313,24,138390,21
1981,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,94169,94196,24,138390,21
1982,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,117773,117809,30,138390,21
1983,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,62760,62792,27,138390,21
1984,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,33811,33838,24,138390,21
1985,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,55470,55502,27,138390,21
1986,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,77195,77239,35,138390,21
1987,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,121356,121378,21,138390,21
1988,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,121159,121181,21,138390,21
1989,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,21976,22007,27,138390,21
1990,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,89273,89290,18,138390,21
1991,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,26668,26695,24,138390,21
1992,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,94455,94487,27,138390,21
1993,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,70090,70117,24,138390,21
1994,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,117120,117153,28,138390,21
1995,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,79029,79046,18,138390,21
1996,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,49691,49734,37,138390,21
1997,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,25595,25618,23,138390,21
1998,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,7427,7470,34,138390,21
1999,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,44247,44270,23,138390,21
2000,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,98461,98498,30,138390,21
2001,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_027365.1,28015,28037,21,138390,21
2002,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",NC_030884.1,102087,102109,21,138390,21
2003,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,33252,33288,33,163025,416
2004,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,16589,16621,30,163025,416
2005,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,67445,67470,24,163025,416
2006,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,88690,88717,25,163025,416
2007,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,61298,61333,32,163025,416
2008,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,125391,125431,34,163025,416
2009,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,156741,156781,34,163025,416
2010,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,48432,48471,35,163025,416
2011,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,124504,124528,23,163025,416
2012,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,157644,157668,23,163025,416
2013,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,76094,76120,24,163025,416
2014,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,11394,11417,22,163025,416
2015,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,85735,85760,24,163025,416
2016,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,133621,133651,28,163025,416
2017,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",NC_027365.1,56376,56404,25,163025,416
2018,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,5976,6011,31,20869,185
2019,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,9671,9711,34,20869,185
2020,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,3616,3703,60,20869,185
2021,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,884,905,20,20869,185
2022,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,5011,5027,17,20869,185
2023,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",NC_030884.1,6786,6812,23,20869,185
2024,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,47889,47921,28,171096,198
2025,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,97006,97035,26,171096,198
2026,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,68125,68151,24,171096,198
2027,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,6515,6538,22,171096,198
2028,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,104236,104259,22,171096,198
2029,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,109256,109291,30,171096,198
2030,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,47718,47747,27,171096,198
2031,"NC_006146.1_Macacine_gammaherpesvirus_4_Macacine_herpesvirus_4,_complete_genome",NC_027365.1,48779,48797,19,171096,198
2032,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_030884.1,59076,59107,27,221454,69
2033,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_030884.1,163146,163184,31,221454,69
2034,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,33117,33140,22,221454,69
2035,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,73779,73797,19,221454,69
2036,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,72340,72373,28,221454,69
2037,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_030884.1,59076,59107,27,221454,58
2038,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_030884.1,163146,163184,31,221454,58
2039,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,33117,33140,22,221454,58
2040,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,73779,73797,19,221454,58
2041,"NC_006150.1_Macacine_betaherpesvirus_3_Macacine_herpesvirus_3,_complete_genome",NC_027365.1,72340,72373,28,221454,58
2042,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,61348,61396,38,235646,360
2043,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,98792,98831,33,235646,360
2044,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,9081,9108,25,235646,360
2045,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,112250,112281,28,235646,360
2046,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,164756,164785,26,235646,360
2047,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,19434,19453,20,235646,360
2048,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,76703,76734,27,235646,360
2049,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,222027,222063,32,235646,360
2050,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,137317,137345,25,235646,360
2051,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,90950,90988,31,235646,360
2052,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,62192,62215,22,235646,360
2053,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,47938,47971,28,235646,360
2054,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,45973,46001,25,235646,360
2055,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_030884.1,4491,4516,24,235646,360
2056,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_030884.1,10382,10409,25,235646,360
2057,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,61348,61396,38,235646,49
2058,"NC_006273.2_Human_betaherpesvirus_5_Human_herpesvirus_5_strain_Merlin,_complete_genome",NC_027365.1,98792,98831,33,235646,49
